 Cities,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
imeni poliny osipenko,99,RU,1594945791,90,52.42,136.49,67.3,9.17
montevideo,1,UY,1594945620,70,-34.83,-56.17,48.2,8.05
madimba,65,TZ,1594945791,57,-10.4,40.33,69.64,18.54
ocos,40,GT,1594945792,74,14.51,-92.19,87.8,5.82
praxedis guerrero,75,MX,1594945792,14,31.37,-106.02,100.4,5.82
flinders,43,AU,1594945792,69,-34.58,150.86,57.99,7
cabo san lucas,5,MX,1594945518,42,22.89,-109.91,88,9.17
oktyabrskiy,84,RU,1594945752,91,54.48,53.47,61.5,2.55
bilokurakyne,84,UA,1594945793,85,49.53,38.73,60.3,3.58
porto santo,20,PT,1594945793,83,33.07,-16.34,69.8,5.82
rawson,98,AR,1594945793,78,-43.3,-65.1,44.33,7.74
pocone,0,BR,1594945793,29,-16.26,-56.62,75.81,3.15
red bluff,1,US,1594945657,27,40.18,-122.24,102,17.22
ventspils,87,LV,1594945794,100,57.39,21.56,55.4,3.36
omboue,100,GA,1594945794,90,-1.57,9.26,72.28,3.83
vannes,13,FR,1594945794,93,47.83,-2.5,59,8.05
kruisfontein,17,ZA,1594945795,51,-34,24.73,47.23,4.47
evansville,1,US,1594945313,69,37.97,-87.56,84,4.7
malwan,,,,,,,,
yialos,,,,,,,,
katete,76,UG,1594945795,73,-0.78,29.75,61.39,2.44
foundiougne,40,SN,1594945796,83,14.13,-16.47,82.4,4.7
kupang,20,ID,1594945796,58,-10.17,123.58,82.4,18.34
kaabong,89,UG,1594945796,77,3.48,34.15,62.64,5.46
seidu,100,SL,1594945796,100,9.02,-10.6,66.4,4
bourail,9,NC,1594945504,48,-21.57,165.48,71.26,8.39
vila franca do campo,75,PT,1594945797,82,37.72,-25.43,68,5.82
tsiroanomandidy,76,MG,1594945797,66,-18.77,46.03,58.12,2.95
warqla,,,,,,,,
taonan,41,CN,1594945754,60,45.33,122.78,81.1,12.88
lata,0,PT,1594945761,55,40.16,-8.33,75,3.13
lolua,,,,,,,,
rio gallegos,75,AR,1594945798,85,-51.62,-69.22,17.6,1.12
patur,88,IN,1594945798,84,20.45,76.93,75.88,10.76
mollendo,87,PE,1594945798,79,-17.02,-72.01,59.99,1.52
biak,10,ID,1594945517,78,-0.91,122.88,78.67,2.51
zhangjiakou,100,CN,1594945798,86,40.81,114.88,67.91,2.21
capinopolis,4,BR,1594945799,49,-18.68,-49.57,71.01,7.36
boende,94,CD,1594945799,89,-0.22,20.87,72.59,1.32
galiwinku,,,,,,,,
scottsburgh,,,,,,,,
camargo,45,MX,1594945800,22,27.67,-105.17,94.05,10.38
arman,100,RU,1594945800,87,59.7,150.17,54.64,4.32
jomalig,,,,,,,,
broome,90,US,1594945800,77,42.25,-75.83,73,14.99
viedma,100,AR,1594945801,93,-40.81,-63,44.01,6.49
luwuk,0,ID,1594945801,71,-0.95,122.79,82.11,2.75
mnogovershinnyy,100,RU,1594945801,90,53.94,139.92,62.13,4.97
fortuna,40,US,1594945507,77,40.6,-124.16,62.6,14.99
yamada,100,JP,1594945802,71,39.47,141.95,70.92,4.99
bintulu,20,MY,1594945803,94,3.17,113.03,77,2.04
banda aceh,10,ID,1594945803,81,5.56,95.32,80.78,6.15
honiara,20,SB,1594945591,58,-9.43,159.95,87.8,6.93
sao joao da barra,100,BR,1594945804,69,-21.64,-41.05,68.18,5.53
yaan,100,NG,1594945804,97,7.38,8.57,71.19,8.39
casper,1,US,1594945508,9,42.87,-106.31,91.99,9.17
formoso do araguaia,,,,,,,,
adre,71,TD,1594945805,77,13.47,22.2,75.45,7.14
morro bay,16,US,1594945792,78,35.37,-120.85,75,8.99
bambous virieux,75,MU,1594945805,83,-20.34,57.76,69.8,5.82
lumut,20,MY,1594945806,94,4.23,100.63,75.2,1.12
krasnovishersk,85,RU,1594945806,95,60.41,57.08,63.48,5.7
ucluelet,75,CA,1594945695,82,48.93,-125.55,64.4,12.75
illoqqortoormiut,,,,,,,,
lively,40,CA,1594945807,78,46.43,-81.15,72,8.05
fort wellington,100,GY,1594945807,83,6.4,-57.6,79.05,7.25
margate,100,GB,1594945807,77,51.38,1.39,64.99,1.01
prieska,0,ZA,1594945807,50,-29.66,22.75,41.56,2.98
oranjestad,20,AW,1594945727,79,12.52,-70.03,84.2,23.04
reconquista,6,AR,1594945808,95,-29.15,-59.65,53.24,5.91
imeni babushkina,51,RU,1594945808,96,59.76,43.13,54.12,4.5
praia da vitoria,75,PT,1594945808,82,38.73,-27.07,68,11.12
santa fe,0,AR,1594945753,74,-31.63,-60.7,57,7.36
guerrero negro,0,MX,1594945515,57,27.98,-114.06,75.54,18.61
nurota,0,UZ,1594945543,17,40.56,65.69,95,9.17
mukhen,8,RU,1594945809,63,48.1,136.1,81.46,7.65
mergui,,,,,,,,
armizonskoye,0,RU,1594945810,73,55.95,67.67,69.24,4.43
staunton,40,US,1594945810,74,38.15,-79.07,79,3.36
dunedin,28,NZ,1594945607,68,-45.87,170.5,43,40
portree,100,GB,1594945810,94,57.41,-6.19,52,1.99
mishan,0,CN,1594945811,72,45.55,131.88,78.58,4.63
galitsy,75,RU,1594945811,87,56.18,42.85,59,6.71
whitehorse,75,CA,1594945811,63,60.72,-135.05,64.99,6.93
camabatela,0,AO,1594945811,40,-8.19,15.38,58.68,3.13
nacozari,2,MX,1594945812,65,25.34,-108.26,91.99,10
liwale,0,TZ,1594945812,59,-9.77,37.93,61.29,14.07
athabasca,91,CA,1594945789,78,54.72,-113.29,68.4,5.5
najran,40,SA,1594945549,42,17.49,44.13,86,23.04
payo,7,ID,1594945813,80,-3.75,103.64,78.66,1.86
walvis bay,0,NA,1594945813,14,-22.96,14.51,73.99,20.8
klaksvik,62,FO,1594945813,93,62.23,-6.59,50,16.11
soyo,93,AO,1594945813,88,-6.13,12.37,72.54,4.94
mastic beach,14,US,1594945813,76,40.77,-72.85,68,11.68
amahai,100,ID,1594945814,80,-3.33,128.92,80.26,1.03
urengoy,0,RU,1594945814,73,65.97,78.37,50.95,12.64
cullera,100,ES,1594945814,79,39.17,-0.25,75.99,1.97
borgarnes,90,IS,1594945814,76,64.54,-21.92,51.8,13.87
morondava,0,MG,1594945815,59,-20.28,44.28,69.04,18.21
fuling,98,CN,1594945665,91,29.7,107.39,76.12,1.14
villefranche-de-rouergue,90,FR,1594945815,82,44.33,2,66.99,8.05
datia,0,IN,1594945815,59,25.67,78.47,87.66,4.59
ancud,90,CL,1594945815,100,-41.87,-73.82,51.01,9.17
escobal,100,PA,1594945816,66,9.15,-79.96,84,8.99
asau,10,RO,1594945816,94,46.43,26.4,54,4.92
kant,71,IN,1594945816,62,27.8,79.8,88.29,9.86
ngunguru,100,NZ,1594945816,3,-35.62,174.5,60.01,3
cassilandia,0,BR,1594945817,42,-19.11,-51.73,70.27,3.06
vostok,88,RU,1594945817,54,46.49,135.88,77.31,3.53
bujanovac,0,RS,1594945817,88,42.46,21.77,63,2.98
sanmenxia,100,CN,1594945817,69,34.77,111.18,73.87,8.66
qarqin,77,AF,1594945817,15,37.42,66.04,85.62,8.43
atakpame,98,TG,1594945818,87,7.53,1.13,70.93,0.69
mandera,100,KE,1594945818,58,3.94,41.87,76.37,16.42
ust-kamchatsk,,,,,,,,
faya,44,SA,1594945530,52,18.39,42.45,69.8,4.7
kesinga,91,IN,1594945818,82,20.2,83.23,79.57,7.29
daitari,88,IN,1594945819,92,21.1,85.75,77.13,3.47
ambon,75,ID,1594945819,83,-3.7,128.18,82,6.93
arys,0,KZ,1594945819,34,42.43,68.8,78.8,8.95
zhigansk,10,RU,1594945819,52,66.77,123.37,67.01,10.83
amderma,,,,,,,,
poya,16,NC,1594945820,46,-21.35,165.15,72.84,9.82
clyde river,40,CA,1594945820,76,70.47,-68.59,50,12.75
quatre cocos,75,MU,1594945523,83,-20.21,57.76,69.8,5.82
putina,1,PE,1594945821,79,-15.47,-69.43,43.68,9.1
kavaratti,100,IN,1594945821,80,10.57,72.64,83.25,19.82
kjollefjord,53,NO,1594945821,81,70.95,27.35,52.81,1.28
zhangye,89,CN,1594945821,30,38.93,100.45,76.44,3.53
leh,13,IN,1594945754,46,34.17,77.58,57.83,4.59
norman wells,75,CA,1594945822,77,65.28,-126.83,66.2,14.99
namanga,92,KE,1594945822,64,-2.54,36.79,58.71,13.69
thinadhoo,100,MV,1594945822,69,0.53,72.93,84.2,6.96
mayor pablo lagerenza,98,PY,1594945822,48,-19.93,-60.77,80.19,3.94
puerto leguizamo,70,CO,1594945823,82,-0.19,-74.78,73.13,1.07
azacualpa,40,HN,1594945823,79,15.34,-88.55,84.99,4.7
fort saint john,,,,,,,,
obihiro,75,JP,1594945823,87,42.92,143.2,60.8,2.24
rivera,100,UY,1594945824,95,-30.91,-55.55,47.52,7.56
ponta do sol,20,PT,1594945824,77,32.67,-17.1,68,3.36
ulaanbaatar,40,MN,1594945824,71,47.91,106.88,51.8,11.18
bargal,,,,,,,,
birao,62,CF,1594945824,96,10.28,22.79,69.93,3.38
bolivar,83,US,1594945825,62,37.61,-93.41,91,5.55
halifax,71,CA,1594945532,85,44.65,-63.57,61,3.44
saint cloud,40,US,1594945702,54,45.56,-94.16,84,11.41
bangassou,100,CF,1594945825,96,4.74,22.82,69.17,2.19
roanoke rapids,1,US,1594945825,55,36.46,-77.65,86,6.93
karpuninskiy,,,,,,,,
maralal,100,KE,1594945826,91,1.1,36.7,56.75,1.07
yeppoon,0,AU,1594945826,31,-23.13,150.73,64.4,2.24
seoul,1,KR,1594945568,69,37.57,126.98,78.8,4.7
sao felix do xingu,0,BR,1594945827,62,-6.64,-51.99,75.24,1.7
deputatskiy,76,RU,1594945827,62,69.3,139.9,46.02,5.23
awjilah,0,LY,1594945827,44,29.11,21.29,78.46,6.76
broken hill,0,AU,1594945748,57,-31.95,141.43,50,8.05
adelaide,0,AU,1594945568,58,-34.93,138.6,59,10.29
pronsk,91,RU,1594945828,94,54.1,39.61,53.04,7.74
palmer,75,US,1594945828,64,42.16,-72.33,71.6,6.93
tuy hoa,0,VN,1594945828,71,13.08,109.3,84.16,4.68
karwar,100,IN,1594945828,87,14.8,74.13,78.51,13.47
pasni,71,PK,1594945829,83,25.26,63.47,84.58,5.93
sawtell,0,AU,1594945829,55,-30.38,153.1,66.2,26.4
falakata,100,IN,1594945829,82,26.52,89.21,82.18,3.09
magadan,99,RU,1594945829,87,59.57,150.8,53.89,5.97
lasa,90,IT,1594945829,93,46.62,10.7,51.8,5.82
sukhodol,98,RU,1594945830,79,53.9,51.21,62.37,5.86
yuzhno-yeniseyskiy,,,,,,,,
tambacounda,75,SN,1594945830,88,13.75,-13.76,78.8,6.93
samarai,98,PG,1594945552,86,-10.62,150.67,76.35,17.43
chuguyevka,26,RU,1594945831,48,44.17,133.86,83.55,1.57
kysyl-syr,100,RU,1594945831,68,63.9,122.76,65.52,5.1
arrecife,20,ES,1594945831,73,28.96,-13.55,73.4,6.93
matagami,75,CA,1594945831,64,49.75,-77.63,73.4,9.17
nelson bay,75,AU,1594945831,76,-32.72,152.15,57.2,17.22
anton lizardo,40,MX,1594945832,74,19.05,-95.98,88,13.87
grants pass,1,US,1594945572,17,42.44,-123.33,93.2,10.29
waipawa,95,NZ,1594945555,70,-41.41,175.52,54,5.99
egvekinot,77,RU,1594945781,74,66.32,-179.17,56.7,4.92
mrirt,,,,,,,,
borogontsy,28,RU,1594945833,40,62.67,131.17,82.33,4.5
iralaya,40,HN,1594945833,74,15,-83.23,86,6.49
mandalgovi,55,MN,1594945551,71,45.76,106.27,49.95,21.72
rio grande,63,BR,1594945691,95,-32.03,-52.1,46.99,10.02
rodos,0,GR,1594945834,78,36.44,28.22,77,11.41
lodja,12,CD,1594945834,61,-3.48,23.43,70.32,1.21
raudeberg,100,NO,1594945753,93,61.99,5.14,60.01,11.41
ketchikan,90,US,1594945835,77,55.34,-131.65,62.6,10.29
port hardy,75,CA,1594945762,82,50.7,-127.42,57.2,6.93
rabo de peixe,75,PT,1594945835,82,37.8,-25.58,68,4.7
altona,0,DE,1594945835,93,53.55,9.93,55,2.24
grande-riviere,,,,,,,,
grindavik,75,IS,1594945745,93,63.84,-22.43,48.2,21.92
havelock,65,US,1594945735,81,34.88,-76.9,82,1.01
hibbing,40,US,1594945836,64,47.43,-92.94,75.2,5.95
laguna,1,US,1594945836,33,38.42,-121.42,87.8,11.41
ukiah,1,US,1594945511,25,39.15,-123.21,96.8,5.82
pyu,100,MM,1594945837,90,18.48,96.43,78.4,4.88
at-bashi,48,KG,1594945837,47,41.17,75.81,61.99,2.06
khormuj,,,,,,,,
kapit,73,MY,1594945837,88,2.02,112.93,77.54,0.74
marshall,40,US,1594945838,55,34.38,-86.33,88,4.7
paramonga,45,PE,1594945838,85,-10.67,-77.83,59.79,6.2
grasse,0,FR,1594945838,88,43.67,6.92,66.2,4.7
cedar city,1,US,1594945802,14,37.68,-113.06,87.8,11.41
aanekoski,0,FI,1594945838,100,62.69,25.82,52,3.36
murwara,19,IN,1594945560,76,23.85,80.4,80.44,4.27
mitsamiouli,0,KM,1594945839,73,-11.38,43.28,75.09,25.05
mestia,0,GE,1594945839,66,43.05,42.73,53.1,2.24
