 Cities,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
baykit,4.0,RU,1595196748.0,79.0,61.67,96.37,47.61,2.08
qui nhon,100.0,VN,1595196748.0,86.0,13.77,109.23,77.85,3.15
ayan,100.0,RU,1595196748.0,98.0,56.45,138.17,54.27,2.84
poum,32.0,NC,1595196601.0,66.0,-20.23,164.02,71.4,11.79
oistins,20.0,BB,1595196452.0,62.0,13.07,-59.53,86.0,13.87
sharjah,21.0,AE,1595196749.0,41.0,25.36,55.4,100.4,6.93
lundazi,2.0,ZM,1595196749.0,69.0,-12.29,33.18,51.93,6.51
constitucion,87.0,CL,1595196608.0,88.0,-35.33,-72.42,54.14,9.69
campo maior,72.0,BR,1595196750.0,39.0,-4.83,-42.17,84.6,3.2
tiksi,20.0,RU,1595196560.0,64.0,71.69,128.87,60.64,9.46
loubomo,37.0,CG,1595196750.0,86.0,-4.2,12.67,68.65,6.15
sandpoint,75.0,US,1595196499.0,28.0,48.28,-116.55,86.0,5.82
sabang,99.0,ID,1595196751.0,75.0,5.89,95.32,83.07,6.93
fayaoue,1.0,NC,1595196751.0,66.0,-20.65,166.53,71.15,7.9
klyuchi,8.0,RU,1595196751.0,84.0,52.27,79.17,63.9,6.44
pangai,75.0,TO,1595196752.0,100.0,-19.8,-174.35,68.0,12.75
sola,90.0,VU,1595196752.0,78.0,-13.88,167.55,78.8,6.93
roebourne,0.0,AU,1595196752.0,69.0,-20.78,117.13,62.11,11.16
santa rosa,94.0,PH,1595196752.0,78.0,14.31,121.11,80.6,6.93
uruzgan,0.0,AF,1595196753.0,22.0,32.83,66.0,69.13,6.76
kawalu,88.0,ID,1595196754.0,92.0,-7.38,108.21,71.67,0.92
xiongzhou,100.0,CN,1595196754.0,85.0,25.12,114.3,76.24,3.18
tanabi,0.0,BR,1595196755.0,40.0,-20.63,-49.65,68.0,6.29
sisimiut,73.0,GL,1595196755.0,71.0,66.94,-53.67,53.91,4.12
okha,99.0,RU,1595196755.0,90.0,53.57,142.95,54.97,9.78
todos santos,4.0,MX,1595196755.0,70.0,23.45,-110.22,82.99,5.99
kieta,0.0,PG,1595196756.0,71.0,-6.22,155.63,81.66,3.96
bredasdorp,1.0,ZA,1595196580.0,93.0,-34.53,20.04,55.4,1.03
guerrero negro,4.0,MX,1595196616.0,59.0,27.98,-114.06,78.73,17.07
magalia,5.0,US,1595196757.0,32.0,39.81,-121.58,99.0,11.41
srednekolymsk,0.0,RU,1595196630.0,43.0,67.45,153.68,72.95,12.12
sorland,61.0,NO,1595196757.0,86.0,67.67,12.69,55.13,12.59
little current,1.0,CA,1595196757.0,69.0,45.98,-81.92,78.8,11.41
marshall,1.0,US,1595196623.0,58.0,34.38,-86.33,86.0,5.82
vikhorevka,2.0,RU,1595196758.0,87.0,56.12,101.16,48.2,2.24
fort nelson,20.0,CA,1595196678.0,40.0,58.81,-122.7,73.4,16.11
ahipara,71.0,NZ,1595196438.0,83.0,-35.17,173.17,60.66,5.99
mahanoro,52.0,MG,1595196758.0,82.0,-19.9,48.8,63.25,6.93
weligama,86.0,LK,1595196758.0,88.0,5.97,80.42,78.19,8.28
andradina,0.0,BR,1595196759.0,43.0,-20.9,-51.38,71.47,7.43
inhambane,34.0,MZ,1595196759.0,85.0,-23.86,35.38,65.73,9.19
berlevag,75.0,NO,1595196759.0,93.0,70.86,29.09,55.4,5.82
sao felix do xingu,12.0,BR,1595196759.0,47.0,-6.64,-51.99,79.05,2.95
majene,68.0,ID,1595196760.0,87.0,-3.54,118.97,77.32,13.8
pitsunda,0.0,GE,1595196760.0,94.0,43.16,40.34,73.4,0.76
sebinkarahisar,0.0,TR,1595196760.0,62.0,40.29,38.42,65.5,1.45
lavrentiya,59.0,RU,1595196578.0,58.0,65.58,-171.0,51.13,12.73
nanganga,3.0,TZ,1595196761.0,75.0,-10.38,39.15,64.81,6.15
yegros,72.0,PY,1595196761.0,62.0,-26.45,-56.4,73.02,9.08
shakiso,58.0,ET,1595196761.0,86.0,5.75,38.92,56.64,2.1
vilhena,20.0,BR,1595196761.0,42.0,-12.74,-60.15,86.0,6.93
bubaque,100.0,GW,1595196762.0,82.0,11.28,-15.83,80.22,16.71
ixtapa,40.0,MX,1595196628.0,74.0,20.7,-105.2,90.0,12.75
meridian,1.0,US,1595196689.0,18.0,43.61,-116.39,91.99,10.29
kagadi,10.0,UG,1595196762.0,75.0,0.96,30.8,60.3,0.92
tucupita,84.0,VE,1595196763.0,90.0,9.06,-62.05,79.05,4.97
naryan-mar,26.0,RU,1595196763.0,77.0,67.67,53.09,53.42,7.49
santiago de cuba,40.0,CU,1595196551.0,78.0,20.02,-75.82,78.8,5.82
viedma,97.0,AR,1595196763.0,93.0,-40.81,-63.0,48.99,3.0
chipinge,3.0,ZW,1595196764.0,86.0,-20.19,32.62,48.09,4.76
darnah,0.0,LY,1595196764.0,77.0,32.77,22.64,75.13,17.94
otavi,0.0,NA,1595196764.0,42.0,-19.65,17.33,51.51,10.47
toamasina,40.0,MG,1595196764.0,93.0,-18.17,49.38,64.4,11.41
praia da vitoria,75.0,PT,1595196597.0,78.0,38.73,-27.07,71.6,7.38
felipe carrillo puerto,97.0,MX,1595196765.0,78.0,19.58,-88.05,85.55,3.02
luganville,75.0,VU,1595196765.0,73.0,-15.53,167.17,73.4,5.82
guadalupe y calvo,64.0,MX,1595196766.0,71.0,26.1,-106.97,68.2,2.01
imbituba,0.0,BR,1595196766.0,77.0,-28.24,-48.67,69.8,8.05
kajaani,80.0,FI,1595196766.0,93.0,64.23,27.73,57.2,4.7
kimbe,4.0,PG,1595196766.0,80.0,-5.55,150.14,79.3,3.42
muros,1.0,ES,1595196767.0,83.0,42.78,-9.06,66.99,13.0
matamoros,75.0,MX,1595196523.0,29.0,25.53,-103.25,91.4,13.33
baoqing,100.0,CN,1595196767.0,84.0,46.33,132.21,63.36,5.53
kathu,20.0,TH,1595196767.0,94.0,7.92,98.33,84.0,5.82
semporna,20.0,MY,1595196767.0,94.0,4.48,118.61,75.2,1.12
san cristobal,20.0,VE,1595196616.0,30.0,7.77,-72.22,96.8,16.11
amuntai,66.0,ID,1595196768.0,97.0,-2.42,115.25,72.43,0.87
husavik,40.0,IS,1595196768.0,76.0,66.04,-17.34,48.2,10.29
alekseyevsk,67.0,RU,1595196769.0,80.0,57.84,108.35,48.16,2.08
manalongon,99.0,PH,1595196769.0,82.0,9.22,122.89,78.48,3.56
vila,0.0,PT,1595196769.0,88.0,42.03,-8.16,72.0,6.93
areal,0.0,BR,1595196769.0,70.0,-22.23,-43.11,66.0,2.93
sao filipe,91.0,CV,1595196613.0,82.0,14.9,-24.5,77.43,8.21
tepango,82.0,MX,1595196770.0,85.0,20.0,-97.82,67.17,3.85
puerto madryn,100.0,AR,1595196586.0,84.0,-42.77,-65.04,46.51,11.63
coahuayana,75.0,MX,1595196770.0,55.0,18.73,-103.68,87.8,5.48
buraydah,4.0,SA,1595196771.0,23.0,26.33,43.98,95.0,2.24
sao paulo de olivenca,40.0,BR,1595196771.0,83.0,-3.38,-68.87,80.56,2.64
chaumont,0.0,FR,1595196771.0,78.0,48.12,5.13,61.0,3.38
ubinskoye,59.0,RU,1595196771.0,93.0,55.31,79.68,65.53,5.39
soubre,100.0,CI,1595196771.0,96.0,5.79,-6.61,72.55,4.65
usinsk,0.0,RU,1595196772.0,87.0,65.99,57.53,50.76,9.98
ust-kulom,0.0,RU,1595196772.0,85.0,61.69,53.69,53.04,6.44
sirjan,0.0,IR,1595196772.0,19.0,29.45,55.68,73.96,9.71
praia,40.0,CV,1595196772.0,78.0,14.92,-23.51,78.8,10.29
awbari,34.0,LY,1595196577.0,21.0,26.59,12.78,91.35,15.5
vangaindrano,98.0,MG,1595196773.0,67.0,-23.35,47.6,65.41,2.62
lusambo,16.0,CD,1595196773.0,41.0,-4.97,23.45,68.86,0.47
moranbah,25.0,AU,1595196773.0,76.0,-22.0,148.05,59.79,5.37
nautla,7.0,MX,1595196774.0,58.0,20.22,-96.78,87.73,10.83
ulladulla,20.0,AU,1595196774.0,53.0,-35.35,150.47,51.01,19.46
deputatskiy,100.0,RU,1595196692.0,68.0,69.3,139.9,58.17,2.44
manaia,7.0,NZ,1595196774.0,78.0,-39.55,174.13,54.0,5.01
sfantu gheorghe,100.0,RO,1595196694.0,93.0,45.87,25.78,59.0,5.41
saint-francois,0.0,FR,1595196775.0,77.0,46.42,3.91,66.0,4.7
hamilton,75.0,US,1595196556.0,100.0,39.18,-84.53,73.4,26.4
langsa,51.0,ID,1595196775.0,93.0,4.47,97.97,74.98,1.77
klaksvik,100.0,FO,1595196562.0,87.0,62.23,-6.59,50.0,10.29
cervo,19.0,ES,1595196776.0,89.0,43.67,-7.41,66.0,1.01
alice springs,79.0,AU,1595196581.0,64.0,-23.7,133.88,44.6,4.7
isangel,40.0,VU,1595196776.0,73.0,-19.55,169.27,75.2,4.7
linxia,53.0,CN,1595196777.0,62.0,35.6,103.21,53.82,3.02
izhma,0.0,RU,1595196777.0,87.0,65.01,53.91,51.48,3.69
netanya,20.0,IL,1595196777.0,78.0,32.33,34.86,80.01,2.24
bekwai,74.0,GH,1595196777.0,96.0,6.45,-1.58,71.46,3.91
flinders,0.0,AU,1595196300.0,58.0,-34.58,150.86,52.0,8.01
yucaipa,5.0,US,1595196778.0,13.0,34.03,-117.04,96.8,10.29
stokmarknes,85.0,NO,1595196778.0,86.0,68.56,14.91,53.01,1.99
corner brook,40.0,CA,1595196778.0,64.0,48.97,-57.95,71.6,10.29
santiago,40.0,CL,1595196779.0,58.0,-33.46,-70.65,59.0,6.93
dongying,0.0,CN,1595196779.0,72.0,37.46,118.49,72.81,4.18
kapustin yar,0.0,RU,1595196779.0,44.0,48.58,45.74,72.19,8.21
mayskiy,20.0,RU,1595196779.0,56.0,47.69,40.1,71.6,8.95
karratha,0.0,AU,1595196779.0,68.0,-20.74,116.85,62.13,10.18
bonavista,72.0,CA,1595196780.0,74.0,48.65,-53.11,61.5,2.91
tampakan,97.0,PH,1595196780.0,85.0,6.44,124.93,74.48,0.25
wertheim,75.0,DE,1595196780.0,79.0,49.76,9.51,68.0,2.15
san pedro,95.0,PH,1595196603.0,78.0,14.35,121.02,80.6,6.93
teguldet,78.0,RU,1595196781.0,93.0,57.31,88.17,56.05,4.81
vestmanna,97.0,FO,1595196781.0,87.0,62.16,-7.17,50.0,10.29
labuhan,9.0,ID,1595196613.0,84.0,-6.88,112.21,76.08,9.89
general roca,64.0,AR,1595196622.0,87.0,-39.03,-67.58,51.8,4.7
wum,85.0,CM,1595196782.0,100.0,6.38,10.07,63.66,0.69
kahului,20.0,US,1595196582.0,49.0,20.89,-156.47,89.6,26.4
staryy nadym,19.0,RU,1595196782.0,89.0,65.61,72.68,46.29,12.57
yoichi,75.0,JP,1595196782.0,94.0,43.2,140.77,68.0,3.36
baherden,0.0,TM,1595196782.0,17.0,38.44,57.43,94.35,11.65
dalsingh sarai,100.0,IN,1595196783.0,89.0,25.67,85.83,80.67,5.21
buritis,63.0,BR,1595196783.0,52.0,-15.62,-46.42,69.93,3.51
narbonne,0.0,FR,1595196783.0,63.0,43.08,2.83,70.0,1.48
xuanhua,0.0,CN,1595196783.0,51.0,40.61,115.04,68.31,0.45
saint-pierre,75.0,RE,1595196586.0,72.0,-21.34,55.48,66.2,16.11
souillac,40.0,MU,1595196591.0,82.0,-20.52,57.52,68.0,12.75
vila franca do campo,75.0,PT,1595196595.0,72.0,37.72,-25.43,68.0,9.17
nieuw amsterdam,20.0,SR,1595196784.0,83.0,5.88,-55.08,80.6,10.74
belaya gora,63.0,RU,1595196784.0,43.0,68.53,146.42,72.7,16.87
san ramon,1.0,US,1595196785.0,39.0,37.78,-121.98,84.99,14.99
mwense,0.0,ZM,1595196785.0,59.0,-10.38,28.7,61.2,7.94
flin flon,20.0,CA,1595196785.0,40.0,54.77,-101.86,73.4,3.36
bafoulabe,74.0,ML,1595196785.0,73.0,13.81,-10.83,81.21,5.19
alyangula,75.0,AU,1595196785.0,100.0,-13.85,136.42,60.8,10.6
dubbo,3.0,AU,1595196730.0,86.0,-32.25,148.62,39.2,6.93
kargasok,57.0,RU,1595196786.0,92.0,59.06,80.86,61.93,7.47
mayo,1.0,US,1595196603.0,59.0,38.89,-76.51,95.0,10.29
payson,1.0,US,1595196527.0,26.0,40.04,-111.73,96.01,10.29
diamantino,0.0,BR,1595196787.0,38.0,-14.41,-56.45,80.28,2.46
merauke,100.0,ID,1595196787.0,88.0,-8.47,140.33,75.88,14.74
tahta,0.0,EG,1595196787.0,24.0,26.77,31.5,89.6,5.82
erdenet,51.0,MN,1595196787.0,87.0,49.03,104.08,46.13,2.19
general cepeda,75.0,MX,1595196787.0,68.0,25.38,-101.45,69.8,9.17
cayenne,40.0,GF,1595196788.0,78.0,4.93,-52.33,82.4,6.93
uvinza,9.0,TZ,1595196788.0,69.0,-5.1,30.39,63.07,0.49
bull savanna,98.0,JM,1595196788.0,75.0,17.89,-77.59,80.74,3.15
marawi,88.0,PH,1595196789.0,91.0,8.0,124.29,73.99,5.01
maniitsoq,83.0,GL,1595196789.0,79.0,65.42,-52.9,51.06,2.57
inta,0.0,RU,1595196789.0,89.0,66.03,60.17,50.11,7.85
havre-saint-pierre,1.0,CA,1595196789.0,73.0,50.23,-63.6,73.4,5.82
muroto,75.0,JP,1595196789.0,83.0,33.28,134.15,77.0,4.7
beringovskiy,54.0,RU,1595196583.0,80.0,63.05,179.32,45.12,14.79
goundam,9.0,ML,1595196790.0,40.0,16.41,-3.67,91.94,1.68
hokitika,100.0,NZ,1595196702.0,86.0,-42.72,170.97,52.0,6.44
henties bay,0.0,NA,1595196790.0,22.0,-22.12,14.28,73.99,5.1
kenai,90.0,US,1595196790.0,82.0,60.55,-151.26,61.0,14.99
tsabong,0.0,BW,1595196791.0,52.0,-26.02,22.4,47.95,3.15
navalmoral de la mata,0.0,ES,1595196791.0,23.0,39.89,-5.54,81.0,1.01
kaili,94.0,ID,1595196791.0,96.0,-3.46,120.21,67.68,1.28
gemena,100.0,CD,1595196735.0,97.0,3.25,19.77,70.03,1.03
sibu,40.0,MY,1595196792.0,100.0,2.3,111.82,75.2,2.24
san ramon de la nueva oran,19.0,AR,1595196752.0,55.0,-23.13,-64.33,78.1,1.79
nang rong,100.0,TH,1595196792.0,85.0,14.64,102.79,77.9,5.37
tukums,97.0,LV,1595196792.0,88.0,56.97,23.16,62.6,1.12
quesnel,90.0,CA,1595196793.0,60.0,53.0,-122.5,68.0,3.36
abu zabad,98.0,SD,1595196793.0,79.0,12.35,29.25,74.5,11.83
the pas,1.0,CA,1595196793.0,40.0,53.83,-101.25,71.6,6.93
wenling,98.0,CN,1595196424.0,56.0,28.37,121.36,82.0,10.96
nhulunbuy,23.0,AU,1595196794.0,78.0,-12.23,136.77,71.6,5.82
zeya,100.0,RU,1595196745.0,92.0,53.75,127.27,66.51,3.02
havelock,20.0,US,1595196794.0,33.0,34.88,-76.9,89.6,11.41
uzunovo,0.0,RU,1595196794.0,90.0,54.54,38.62,55.96,5.14
pucallpa,40.0,PE,1595196795.0,62.0,-8.38,-74.55,87.8,2.24
pensacola,1.0,US,1595196571.0,62.0,30.42,-87.22,91.0,8.05
ejido,68.0,VE,1595196795.0,57.0,8.55,-71.24,76.35,3.42
tursunzoda,0.0,TJ,1595196795.0,46.0,38.51,68.23,73.4,4.47
ust-kuyga,100.0,RU,1595196687.0,76.0,70.02,135.6,61.27,3.06
zhigansk,99.0,RU,1595196724.0,66.0,66.77,123.37,61.57,4.79
mandera,94.0,KE,1595196796.0,62.0,3.94,41.87,77.94,19.57
muriti,75.0,TZ,1595196796.0,43.0,-1.98,32.92,73.4,9.1
ramos arizpe,75.0,MX,1595196796.0,68.0,25.55,-100.97,69.8,9.17
maragogi,63.0,BR,1595196797.0,86.0,-9.01,-35.22,74.95,12.33
itaituba,20.0,BR,1595196797.0,41.0,-4.28,-55.98,93.2,5.82
aklavik,75.0,CA,1595196599.0,66.0,68.22,-135.01,50.0,3.04
kaeo,71.0,NZ,1595196576.0,3.0,-35.1,173.78,59.0,1.99
esmeraldas,20.0,BR,1595196798.0,63.0,-19.76,-44.31,66.2,6.93
igarka,100.0,RU,1595196798.0,71.0,67.47,86.58,53.8,9.53
margate,53.0,GB,1595196612.0,85.0,51.38,1.39,60.01,1.99
oktyabrskoye,0.0,RU,1595196799.0,88.0,43.06,44.74,69.8,6.71
lompoc,5.0,US,1595196799.0,64.0,34.64,-120.46,71.01,17.22
puerto berrio,64.0,CO,1595196799.0,54.0,6.49,-74.4,90.84,2.17
reforma,2.0,MX,1595196799.0,65.0,18.1,-91.02,89.49,5.55
jaru,87.0,BR,1595196800.0,50.0,-10.44,-62.47,84.31,2.95
fare,76.0,PF,1595196739.0,81.0,-16.7,-151.02,77.58,19.98
santiago del estero,6.0,AR,1595196575.0,55.0,-27.8,-64.26,75.58,1.36
roald,12.0,NO,1595196800.0,87.0,62.58,6.13,53.6,6.93
san quintin,0.0,MX,1595196800.0,54.0,30.48,-115.95,77.86,20.07
cidreira,66.0,BR,1595196801.0,77.0,-30.18,-50.21,66.42,10.36
wanxian,100.0,CN,1595196801.0,80.0,30.8,108.39,75.31,2.24
conde,20.0,BR,1595196801.0,88.0,-7.26,-34.91,77.0,6.93
