City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
vilhena,20,BR,1595196761,42,-12.74,-60.15,86,6.93
ondorhaan,,,,,,,,
bubaque,100,GW,1595196762,82,11.28,-15.83,80.22,16.71
ixtapa,40,MX,1595196628,74,20.7,-105.2,90,12.75
meridian,1,US,1595196689,18,43.61,-116.39,91.99,10.29
kagadi,10,UG,1595196762,75,0.96,30.8,60.3,0.92
tucupita,84,VE,1595196763,90,9.06,-62.05,79.05,4.97
naryan-mar,26,RU,1595196763,77,67.67,53.09,53.42,7.49
santiago de cuba,40,CU,1595196551,78,20.02,-75.82,78.8,5.82
viedma,97,AR,1595196763,93,-40.81,-63,48.99,3
chipinge,3,ZW,1595196764,86,-20.19,32.62,48.09,4.76
sorvag,,,,,,,,
darnah,0,LY,1595196764,77,32.77,22.64,75.13,17.94
otavi,0,NA,1595196764,42,-19.65,17.33,51.51,10.47
toamasina,40,MG,1595196764,93,-18.17,49.38,64.4,11.41
praia da vitoria,75,PT,1595196597,78,38.73,-27.07,71.6,7.38
felipe carrillo puerto,97,MX,1595196765,78,19.58,-88.05,85.55,3.02
luganville,75,VU,1595196765,73,-15.53,167.17,73.4,5.82
guadalupe y calvo,64,MX,1595196766,71,26.1,-106.97,68.2,2.01
imbituba,0,BR,1595196766,77,-28.24,-48.67,69.8,8.05
kajaani,80,FI,1595196766,93,64.23,27.73,57.2,4.7
nizhneyansk,,,,,,,,
kimbe,4,PG,1595196766,80,-5.55,150.14,79.3,3.42
muros,1,ES,1595196767,83,42.78,-9.06,66.99,13
matamoros,75,MX,1595196523,29,25.53,-103.25,91.4,13.33
baoqing,100,CN,1595196767,84,46.33,132.21,63.36,5.53
kathu,20,TH,1595196767,94,7.92,98.33,84,5.82
semporna,20,MY,1595196767,94,4.48,118.61,75.2,1.12
san cristobal,20,VE,1595196616,30,7.77,-72.22,96.8,16.11
amuntai,66,ID,1595196768,97,-2.42,115.25,72.43,0.87
husavik,40,IS,1595196768,76,66.04,-17.34,48.2,10.29
cheuskiny,,,,,,,,
borujan,,,,,,,,
alekseyevsk,67,RU,1595196769,80,57.84,108.35,48.16,2.08
manalongon,99,PH,1595196769,82,9.22,122.89,78.48,3.56
lolua,,,,,,,,
vila,0,PT,1595196769,88,42.03,-8.16,72,6.93
areal,0,BR,1595196769,70,-22.23,-43.11,66,2.93
angra,,,,,,,,
sao filipe,91,CV,1595196613,82,14.9,-24.5,77.43,8.21
tepango,82,MX,1595196770,85,20,-97.82,67.17,3.85
puerto madryn,100,AR,1595196586,84,-42.77,-65.04,46.51,11.63
coahuayana,75,MX,1595196770,55,18.73,-103.68,87.8,5.48
buraydah,4,SA,1595196771,23,26.33,43.98,95,2.24
sao paulo de olivenca,40,BR,1595196771,83,-3.38,-68.87,80.56,2.64
chaumont,0,FR,1595196771,78,48.12,5.13,61,3.38
ubinskoye,59,RU,1595196771,93,55.31,79.68,65.53,5.39
soubre,100,CI,1595196771,96,5.79,-6.61,72.55,4.65
usinsk,0,RU,1595196772,87,65.99,57.53,50.76,9.98
ust-kulom,0,RU,1595196772,85,61.69,53.69,53.04,6.44
sirjan,0,IR,1595196772,19,29.45,55.68,73.96,9.71
praia,40,CV,1595196772,78,14.92,-23.51,78.8,10.29
awbari,34,LY,1595196577,21,26.59,12.78,91.35,15.5
vangaindrano,98,MG,1595196773,67,-23.35,47.6,65.41,2.62
kamenskoye,,,,,,,,
lusambo,16,CD,1595196773,41,-4.97,23.45,68.86,0.47
moranbah,25,AU,1595196773,76,-22,148.05,59.79,5.37
nautla,7,MX,1595196774,58,20.22,-96.78,87.73,10.83
ulladulla,20,AU,1595196774,53,-35.35,150.47,51.01,19.46
deputatskiy,100,RU,1595196692,68,69.3,139.9,58.17,2.44
manaia,7,NZ,1595196774,78,-39.55,174.13,54,5.01
sfantu gheorghe,100,RO,1595196694,93,45.87,25.78,59,5.41
saint-francois,0,FR,1595196775,77,46.42,3.91,66,4.7
hamilton,75,US,1595196556,100,39.18,-84.53,73.4,26.4
langsa,51,ID,1595196775,93,4.47,97.97,74.98,1.77
mullaitivu,,,,,,,,
klaksvik,100,FO,1595196562,87,62.23,-6.59,50,10.29
cervo,19,ES,1595196776,89,43.67,-7.41,66,1.01
ilka,,,,,,,,
alice springs,79,AU,1595196581,64,-23.7,133.88,44.6,4.7
isangel,40,VU,1595196776,73,-19.55,169.27,75.2,4.7
linxia,53,CN,1595196777,62,35.6,103.21,53.82,3.02
izhma,0,RU,1595196777,87,65.01,53.91,51.48,3.69
netanya,20,IL,1595196777,78,32.33,34.86,80.01,2.24
bekwai,74,GH,1595196777,96,6.45,-1.58,71.46,3.91
chom bung,,,,,,,,
flinders,0,AU,1595196300,58,-34.58,150.86,52,8.01
yucaipa,5,US,1595196778,13,34.03,-117.04,96.8,10.29
stokmarknes,85,NO,1595196778,86,68.56,14.91,53.01,1.99
corner brook,40,CA,1595196778,64,48.97,-57.95,71.6,10.29
santiago,40,CL,1595196779,58,-33.46,-70.65,59,6.93
dongying,0,CN,1595196779,72,37.46,118.49,72.81,4.18
kapustin yar,0,RU,1595196779,44,48.58,45.74,72.19,8.21
mayskiy,20,RU,1595196779,56,47.69,40.1,71.6,8.95
karratha,0,AU,1595196779,68,-20.74,116.85,62.13,10.18
bonavista,72,CA,1595196780,74,48.65,-53.11,61.5,2.91
tampakan,97,PH,1595196780,85,6.44,124.93,74.48,0.25
wertheim,75,DE,1595196780,79,49.76,9.51,68,2.15
san pedro,95,PH,1595196603,78,14.35,121.02,80.6,6.93
teguldet,78,RU,1595196781,93,57.31,88.17,56.05,4.81
vestmanna,97,FO,1595196781,87,62.16,-7.17,50,10.29
labuhan,9,ID,1595196613,84,-6.88,112.21,76.08,9.89
general roca,64,AR,1595196622,87,-39.03,-67.58,51.8,4.7
wum,85,CM,1595196782,100,6.38,10.07,63.66,0.69
kahului,20,US,1595196582,49,20.89,-156.47,89.6,26.4
staryy nadym,19,RU,1595196782,89,65.61,72.68,46.29,12.57
yoichi,75,JP,1595196782,94,43.2,140.77,68,3.36
baherden,0,TM,1595196782,17,38.44,57.43,94.35,11.65
dalsingh sarai,100,IN,1595196783,89,25.67,85.83,80.67,5.21
buritis,63,BR,1595196783,52,-15.62,-46.42,69.93,3.51
fort saint john,,,,,,,,
narbonne,0,FR,1595196783,63,43.08,2.83,70,1.48
xuanhua,0,CN,1595196783,51,40.61,115.04,68.31,0.45
saint-pierre,75,RE,1595196586,72,-21.34,55.48,66.2,16.11
souillac,40,MU,1595196591,82,-20.52,57.52,68,12.75
vila franca do campo,75,PT,1595196595,72,37.72,-25.43,68,9.17
nieuw amsterdam,20,SR,1595196784,83,5.88,-55.08,80.6,10.74
belaya gora,63,RU,1595196784,43,68.53,146.42,72.7,16.87
san ramon,1,US,1595196785,39,37.78,-121.98,84.99,14.99
mwense,0,ZM,1595196785,59,-10.38,28.7,61.2,7.94
flin flon,20,CA,1595196785,40,54.77,-101.86,73.4,3.36
bafoulabe,74,ML,1595196785,73,13.81,-10.83,81.21,5.19
alyangula,75,AU,1595196785,100,-13.85,136.42,60.8,10.6
dubbo,3,AU,1595196730,86,-32.25,148.62,39.2,6.93
kargasok,57,RU,1595196786,92,59.06,80.86,61.93,7.47
mayo,1,US,1595196603,59,38.89,-76.51,95,10.29
payson,1,US,1595196527,26,40.04,-111.73,96.01,10.29
diamantino,0,BR,1595196787,38,-14.41,-56.45,80.28,2.46
merauke,100,ID,1595196787,88,-8.47,140.33,75.88,14.74
tahta,0,EG,1595196787,24,26.77,31.5,89.6,5.82
erdenet,51,MN,1595196787,87,49.03,104.08,46.13,2.19
general cepeda,75,MX,1595196787,68,25.38,-101.45,69.8,9.17
barawe,,,,,,,,
cayenne,40,GF,1595196788,78,4.93,-52.33,82.4,6.93
uvinza,9,TZ,1595196788,69,-5.1,30.39,63.07,0.49
bull savanna,98,JM,1595196788,75,17.89,-77.59,80.74,3.15
marawi,88,PH,1595196789,91,8,124.29,73.99,5.01
maniitsoq,83,GL,1595196789,79,65.42,-52.9,51.06,2.57
inta,0,RU,1595196789,89,66.03,60.17,50.11,7.85
havre-saint-pierre,1,CA,1595196789,73,50.23,-63.6,73.4,5.82
muroto,75,JP,1595196789,83,33.28,134.15,77,4.7
beringovskiy,54,RU,1595196583,80,63.05,179.32,45.12,14.79
goundam,9,ML,1595196790,40,16.41,-3.67,91.94,1.68
hokitika,100,NZ,1595196702,86,-42.72,170.97,52,6.44
henties bay,0,NA,1595196790,22,-22.12,14.28,73.99,5.1
kenai,90,US,1595196790,82,60.55,-151.26,61,14.99
tsabong,0,BW,1595196791,52,-26.02,22.4,47.95,3.15
navalmoral de la mata,0,ES,1595196791,23,39.89,-5.54,81,1.01
kaili,94,ID,1595196791,96,-3.46,120.21,67.68,1.28
gemena,100,CD,1595196735,97,3.25,19.77,70.03,1.03
sibu,40,MY,1595196792,100,2.3,111.82,75.2,2.24
san ramon de la nueva oran,19,AR,1595196752,55,-23.13,-64.33,78.1,1.79
nang rong,100,TH,1595196792,85,14.64,102.79,77.9,5.37
tukums,97,LV,1595196792,88,56.97,23.16,62.6,1.12
quesnel,90,CA,1595196793,60,53,-122.5,68,3.36
barbar,,,,,,,,
abu zabad,98,SD,1595196793,79,12.35,29.25,74.5,11.83
the pas,1,CA,1595196793,40,53.83,-101.25,71.6,6.93
ruatoria,,,,,,,,
wenling,98,CN,1595196424,56,28.37,121.36,82,10.96
nhulunbuy,23,AU,1595196794,78,-12.23,136.77,71.6,5.82
zeya,100,RU,1595196745,92,53.75,127.27,66.51,3.02
havelock,20,US,1595196794,33,34.88,-76.9,89.6,11.41
uzunovo,0,RU,1595196794,90,54.54,38.62,55.96,5.14
yirol,,,,,,,,
pucallpa,40,PE,1595196795,62,-8.38,-74.55,87.8,2.24
pensacola,1,US,1595196571,62,30.42,-87.22,91,8.05
ejido,68,VE,1595196795,57,8.55,-71.24,76.35,3.42
tursunzoda,0,TJ,1595196795,46,38.51,68.23,73.4,4.47
ust-kuyga,100,RU,1595196687,76,70.02,135.6,61.27,3.06
zhigansk,99,RU,1595196724,66,66.77,123.37,61.57,4.79
mandera,94,KE,1595196796,62,3.94,41.87,77.94,19.57
muriti,75,TZ,1595196796,43,-1.98,32.92,73.4,9.1
ramos arizpe,75,MX,1595196796,68,25.55,-100.97,69.8,9.17
haibowan,,,,,,,,
maragogi,63,BR,1595196797,86,-9.01,-35.22,74.95,12.33
itaituba,20,BR,1595196797,41,-4.28,-55.98,93.2,5.82
aklavik,75,CA,1595196599,66,68.22,-135.01,50,3.04
kaeo,71,NZ,1595196576,3,-35.1,173.78,59,1.99
karamay,,,,,,,,
esmeraldas,20,BR,1595196798,63,-19.76,-44.31,66.2,6.93
igarka,100,RU,1595196798,71,67.47,86.58,53.8,9.53
margate,53,GB,1595196612,85,51.38,1.39,60.01,1.99
karakendzha,,,,,,,,
oktyabrskoye,0,RU,1595196799,88,43.06,44.74,69.8,6.71
lompoc,5,US,1595196799,64,34.64,-120.46,71.01,17.22
tabiauea,,,,,,,,
puerto berrio,64,CO,1595196799,54,6.49,-74.4,90.84,2.17
reforma,2,MX,1595196799,65,18.1,-91.02,89.49,5.55
jaru,87,BR,1595196800,50,-10.44,-62.47,84.31,2.95
fare,76,PF,1595196739,81,-16.7,-151.02,77.58,19.98
santiago del estero,6,AR,1595196575,55,-27.8,-64.26,75.58,1.36
roald,12,NO,1595196800,87,62.58,6.13,53.6,6.93
san quintin,0,MX,1595196800,54,30.48,-115.95,77.86,20.07
cidreira,66,BR,1595196801,77,-30.18,-50.21,66.42,10.36
wanxian,100,CN,1595196801,80,30.8,108.39,75.31,2.24
conde,20,BR,1595196801,88,-7.26,-34.91,77,6.93
chatsu,,,,,,,,
